B_max,B_max_f1,B_max_test_f1,B_opt,B_opt_f1,B_opt_test_f1
225,0.5341013073921204,0.5337251424789429,155,0.5118845105171204,0.533414751291275
216,0.5377117395401001,0.538561999797821,135,0.5207956433296204,0.5373251438140869
158,0.5541918873786926,0.5500548481941223,98,0.535128653049469,0.544150710105896
14,0.9970613527111709,0.9986908889841288,11,0.9969870627392083,0.9986388897523284
68,0.8577572852373123,0.8552514910697937,43,0.7972065955400467,0.8092773407697678
92,0.5618497133255005,0.5482351183891296,65,0.5467904806137085,0.553886353969574
136,0.5327620506286621,0.5370799005031586,93,0.5226319432258606,0.5368124842643738
47,0.9995210265333299,0.9989082573447376,31,0.9551501385867596,0.9577162601053715
217,0.5282647013664246,0.535554826259613,129,0.5051887631416321,0.5307165384292603
63,0.6486956179141998,0.6397309303283691,39,0.6003815531730652,0.6125504374504089
240,0.5294852256774902,0.5319267511367798,157,0.5248573422431946,0.5308533906936646
29,0.9998019802005729,0.9998019802005729,14,0.9991725708823651,0.9997269585437607
116,0.556902676820755,0.5612421929836273,73,0.5204432606697083,0.5406811535358429
254,0.5360539555549622,0.5372409224510193,169,0.5221768617630005,0.534477710723877
246,0.5279576778411865,0.5340676307678223,140,0.5110134482383728,0.5324351489543915
28,0.9997560975607485,0.9992118045920506,16,0.9946346925571561,0.9968703500926495
233,0.554275631904602,0.5412570834159851,147,0.5059685111045837,0.5378437042236328
175,0.557559609413147,0.5521809458732605,100,0.5263032913208008,0.536979615688324
176,0.53091099858284,0.5344372093677521,116,0.5081405639648438,0.5298480689525604
189,0.5500612854957581,0.5434735417366028,123,0.5266754329204559,0.5331085324287415
199,0.5339674353599548,0.5339444577693939,116,0.5137742459774017,0.5355241298675537
114,0.6520278453826904,0.6476461887359619,70,0.569927990436554,0.5938126146793365
75,0.5544958412647247,0.5494866371154785,52,0.5357122421264648,0.5503374636173248
235,0.5314028561115265,0.5384817719459534,152,0.5114113688468933,0.5359194278717041
