B_max,B_max_f1,B_max_test_f1,B_opt,B_opt_f1,B_opt_test_f1
237,0.17959162709532883,0.16875050601214026,59,0.12933696540817297,0.1814852023147353
14,0.9818181818181818,0.9818181818181818,2,0.9818181818181818,0.9818181818181818
86,0.16843223982610167,0.17050739845156337,34,0.16709024848411036,0.18016478896211807
10,0.9818181818181818,0.9818181818181818,3,0.9659237958303379,0.9782987795067839
44,0.23675664205075964,0.25024912460355175,34,0.20523871553283324,0.2433004952723994
260,0.1705007180044198,0.16591038933390556,44,0.09954491941704213,0.17598997862750065
132,0.1896194867933998,0.16812370400004073,53,0.14730757374720227,0.17295767663970074
26,0.678181940461104,0.6855637198978173,16,0.609833669320528,0.6149816065293772
112,0.19022739655462773,0.16941623109432413,45,0.13868510499685627,0.17188536843832014
273,0.18060947824105722,0.1653535095342592,45,0.15863171743976712,0.17455190438907198
258,0.1705007180044198,0.1666954510853138,45,0.15159366777013827,0.18711895068559348
23,0.9495475113122172,0.9400009491241351,16,0.8184851551956815,0.8531686269772649
119,0.20202020202020188,0.16942817099817342,37,0.1562741038444363,0.17338689058096057
228,0.1705007180044198,0.16661496588360336,41,0.12855244171033642,0.19082158364864976
257,0.1791963701783328,0.16715744883727623,31,0.15675029432062682,0.1815436793237376
270,0.17959162709532883,0.16805172733832197,35,0.13686096314956175,0.17450588973628212
29,0.18635108852500148,0.19133842719618988,22,0.16028138528138525,0.1884365932458698
27,0.21595514459964593,0.2441001930619251,20,0.17751542539212473,0.24662896870672646
53,0.18524069706934154,0.20113577283187833,33,0.15098731677679056,0.18968307131323114
19,0.9818181818181818,0.9818165287753432,9,0.9021464646464646,0.9308955980169242
38,0.2002832674571805,0.18257022592384842,26,0.17789177489177488,0.19778693913472023
45,0.2005077086656033,0.17693669705293558,23,0.1583279014400295,0.1895803039045012
218,0.19141235150186553,0.16907288164898104,51,0.15876990216376397,0.18349403475672443
262,0.1705007180044198,0.1676811162297842,50,0.1373307243152444,0.18276641785588443
204,0.189335684207807,0.16850799412518125,45,0.12879455866668155,0.1810572990882433
52,0.2003743315508022,0.1988050694417044,25,0.1907119938884645,0.21109296570911307
68,0.1903712771427134,0.1786019303487334,32,0.17589484542169964,0.1905540272454116
37,0.4094190467255483,0.4026504180473389,24,0.2711361737677527,0.3690017598580273
263,0.17010546108742375,0.16691154225828875,40,0.12982134480586482,0.18630581414784886
67,0.18047960811118702,0.17207326345266016,31,0.13032259793869694,0.18108624157879216
238,0.189335684207807,0.16803085518942695,44,0.1498115609880315,0.1813117401176807
251,0.18030124039075446,0.16717030658923038,54,0.14694977193429204,0.1699604026793743
31,0.2707186153013317,0.23879261447663824,20,0.22867149078617643,0.2510788630727594
75,0.18313884183449392,0.18571502785515048,43,0.12109507279785914,0.19345018916957402
15,0.981651376146789,0.9730901449059718,7,0.9814814814814815,0.9745252380554638
9,0.9818181818181818,0.9818181818181818,2,0.9818181818181818,0.9818181818181818
317,0.1809238346194869,0.1674140477699787,47,0.1560406810252012,0.17199967744224587
274,0.19001474371039584,0.16780868686505257,29,0.12906756642050754,0.18419893599753612
